ckpt_index,method,env_id,episode,episode_in_env,step,mode,reason,rss_margin,rss_margin_current,rss_margin_min_pred,rss_margin_final_pred,rss_lateral_clearance_min_pred,rss_lateral_clearance_final_pred,predicted_progress,mpc_success,mpc_num_candidates,mpc_num_feasible,mpc_best_cost,fallback_used,cbf_mode,cbf_reason,cbf_action_delta,cbf_acc_safe,cbf_steer_safe,cbf_reference_mode,cbf_reference_action_delta,cbf_reference_acc_safe,cbf_reference_steer_safe,cbf_guard_used,cbf_guard_delta,selective_mpc_enabled,mpc_called,mpc_call_reason,deadlock_risk,deadlock_score,deadlock_counter,deadlock_window_progress,deadlock_window_avg_speed,deadlock_cbf_active_ratio,deadlock_front_active_ratio,deadlock_avg_cbf_delta,deadlock_cbf_fallback_ratio,deadlock_route_completion,deadlock_reason,terminal_recoverable,terminal_recovery_reason,recovery_progress,recovery_margin_improvement,blocking_object_final,minimum_risk_stop_used,mpc_terminal_feasible,mpc_guard_rejected,dynamic_vehicle_detected,action_delta,acc_nominal,acc_safe,acc_delta,steer_nominal,steer_safe,steer_delta,step_cost,cumulative_cost,crash,crash_vehicle,crash_object,out_of_road,route_completion,velocity,filter_applied,object_kind,d_front,rss_distance,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error
10000,ppl_rss_mpc,1036,1,1,21,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9919171333312988,0.08625996112823486,normal,0.0,1.9919171333312988,0.08625996112823486,False,0.0,True,False,,False,0.16666666666666666,0,5.806614516695914,3.1525109770975304,0.0,0.0,0.0,0.0,0.04000865003230569,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9919171333312988,1.9919171333312988,0.0,0.08625996112823486,0.08625996112823486,0.0,0,0,False,False,False,False,0.042242426281455185,6.283671141015196,False,none,inf,0.0,0.08625996112823486,0.9959585666656494,0.08625996112823486,0.9959585666656494,1.9919171333312988,0.08625996112823486,1.9919171333312988,0.08625996112823486,
10000,ppl_rss_mpc,1036,1,1,22,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.992495059967041,0.0686335563659668,normal,0.0,1.992495059967041,0.0686335563659668,False,0.0,True,False,,False,0.16666666666666666,0,6.374681369129172,3.4516933891694648,0.0,0.0,0.0,0.0,0.042242426281455185,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.992495059967041,1.992495059967041,0.0,0.0686335563659668,0.0686335563659668,0.0,0,0,False,False,False,False,0.0445880631758042,6.584604420470161,False,none,inf,0.0,0.0686335563659668,0.9962475299835205,0.0686335563659668,0.9962475299835205,1.992495059967041,0.0686335563659668,1.992495059967041,0.0686335563659668,
10000,ppl_rss_mpc,1036,1,1,23,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9907526969909668,0.0433347225189209,normal,0.0,1.9907526969909668,0.0433347225189209,False,0.0,True,False,,False,0.16666666666666666,0,6.943335045860144,3.7508753679294564,0.0,0.0,0.0,0.0,0.0445880631758042,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9907526969909668,1.9907526969909668,0.0,0.0433347225189209,0.0433347225189209,0.0,0,0,False,False,False,False,0.04704551837463602,6.885918679929688,False,none,inf,0.0,0.0433347225189209,0.9953763484954834,0.0433347225189209,0.9953763484954834,1.9907526969909668,0.0433347225189209,1.9907526969909668,0.0433347225189209,
10000,ppl_rss_mpc,1036,1,1,24,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9883382320404053,0.027083516120910645,normal,0.0,1.9883382320404053,0.027083516120910645,False,0.0,True,False,,False,0.16666666666666666,0,7.51258609360677,4.050078091813577,0.0,0.0,0.0,0.0,0.04704551837463602,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9883382320404053,1.9883382320404053,0.0,0.027083516120910645,0.027083516120910645,0.0,0,0,False,False,False,False,0.04961449196454048,7.1865249904771815,False,none,inf,0.0,0.027083516120910645,0.9941691160202026,0.027083516120910645,0.9941691160202026,1.9883382320404053,0.027083516120910645,1.9883382320404053,0.027083516120910645,
10000,ppl_rss_mpc,1036,1,1,25,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9802565574645996,0.05368006229400635,normal,0.0,1.9802565574645996,0.05368006229400635,False,0.0,True,False,,False,0.16666666666666666,0,8.082213500985644,4.349268271668511,0.0,0.0,0.0,0.0,0.04961449196454048,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9802565574645996,1.9802565574645996,0.0,0.05368006229400635,0.05368006229400635,0.0,0,0,False,False,False,False,0.052294624049425406,7.483512619896468,False,none,inf,0.0,0.05368006229400635,0.9901282787322998,0.05368006229400635,0.9901282787322998,1.9802565574645996,0.05368006229400635,1.9802565574645996,0.05368006229400635,
10000,ppl_rss_mpc,1036,1,1,26,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9748947620391846,0.0448603630065918,normal,0.0,1.9748947620391846,0.0448603630065918,False,0.0,True,False,,False,0.16666666666666666,0,8.651826866193218,4.6482534804033495,0.0,0.0,0.0,0.0,0.052294624049425406,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9748947620391846,1.9748947620391846,0.0,0.0448603630065918,0.0448603630065918,0.0,0,0,False,False,False,False,0.05508531480247051,7.781487309795735,False,none,inf,0.0,0.0448603630065918,0.9874473810195923,0.0448603630065918,0.9874473810195923,1.9748947620391846,0.0448603630065918,1.9748947620391846,0.0448603630065918,
10000,ppl_rss_mpc,1036,1,1,27,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9707512855529785,0.02658092975616455,normal,0.0,1.9707512855529785,0.02658092975616455,False,0.0,True,False,,False,0.16666666666666666,0,9.221118065521635,4.94708949445575,0.0,0.0,0.0,0.0,0.05508531480247051,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9707512855529785,1.9707512855529785,0.0,0.02658092975616455,0.02658092975616455,0.0,0,0,False,False,False,False,0.057986352520092155,8.079403894429348,False,none,inf,0.0,0.02658092975616455,0.9853756427764893,0.02658092975616455,0.9853756427764893,1.9707512855529785,0.02658092975616455,1.9707512855529785,0.02658092975616455,
10000,ppl_rss_mpc,1036,1,1,28,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9544634819030762,0.009568572044372559,normal,0.0,1.9544634819030762,0.009568572044372559,False,0.0,True,False,,False,0.16666666666666666,0,9.789898146040766,5.245778917868245,0.0,0.0,0.0,0.0,0.057986352520092155,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9544634819030762,1.9544634819030762,0.0,0.009568572044372559,0.009568572044372559,0.0,0,0,False,False,False,False,0.06099737024941203,8.374613060769628,False,none,inf,0.0,0.009568572044372559,0.9772317409515381,0.009568572044372559,0.9772317409515381,1.9544634819030762,0.009568572044372559,1.9544634819030762,0.009568572044372559,
10000,ppl_rss_mpc,1036,1,1,29,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9530658721923828,0.022005915641784668,normal,0.0,1.9530658721923828,0.022005915641784668,False,0.0,True,False,,False,0.16666666666666666,0,10.357961473143991,5.544191396822194,0.0,0.0,0.0,0.0,0.06099737024941203,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9530658721923828,1.9530658721923828,0.0,0.022005915641784668,0.022005915641784668,0.0,0,0,False,False,False,False,0.06411754940324009,8.669069063810516,False,none,inf,0.0,0.022005915641784668,0.9765329360961914,0.022005915641784668,0.9765329360961914,1.9530658721923828,0.022005915641784668,1.9530658721923828,0.022005915641784668,
10000,ppl_rss_mpc,1036,1,1,30,normal,no_front_rss_object,inf,inf,inf,inf,inf,inf,0.0,False,0,0,,False,normal,no_front_rss_object,0.0,1.9382166862487793,0.011369585990905762,normal,0.0,1.9382166862487793,0.011369585990905762,False,0.0,True,False,,False,0.16666666666666666,0,10.924952616728708,5.842294752770398,0.0,0.0,0.0,0.0,0.06411754940324009,deadlock_conditions_not_met,False,,,,False,False,0,0,False,0.0,1.9382166862487793,1.9382166862487793,0.0,0.011369585990905762,0.011369585990905762,0.0,0,0,False,False,False,False,0.06734645951762294,8.961759415463456,False,none,inf,0.0,0.011369585990905762,0.9691083431243896,0.011369585990905762,0.9691083431243896,1.9382166862487793,0.011369585990905762,1.9382166862487793,0.011369585990905762,
