,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,crash_object,crash_building,crash_sidewalk,first_crash_step,first_crash_vehicle_step,first_out_of_road_step,crash_vehicle_steps,out_of_road_steps,route_completion,rss_unsafe_steps,rss_longitudinal_unsafe_steps,rss_lateral_unsafe_steps,rss_shield_steps,rss_longitudinal_shield_steps,rss_lateral_shield_steps,rss_spring_soft_steps,rss_longitudinal_spring_soft_steps,rss_lateral_spring_soft_steps,rss_attack_steps,rss_front_attack_steps,rss_lateral_attack_steps,rss_attack_delta_mean,rss_lateral_attack_delta_mean,rss_front_distance_raw_mean,rss_front_distance_attacked_mean,rss_front_distance_used_mean,rss_lateral_gap_raw_mean,rss_lateral_gap_attacked_mean,rss_lateral_gap_used_mean,rss_first_unsafe_step,rss_first_longitudinal_unsafe_step,rss_first_lateral_unsafe_step,rss_first_shield_step,rss_first_lateral_shield_step,rss_first_spring_soft_step,rss_first_attack_step,rss_first_front_attack_step,rss_first_lateral_attack_step,episode,ckpt_index,env_id,num_ep_in_one_env
0,457,6.747725557680472,True,320.25528300379875,0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9845933171515583,26,9,17,25,9,16,0,0,0,60,0,60,0.0,1.0,49.20609973365947,49.20609973365947,49.20609973365947,3.0118773773888354,4.011877377388834,4.011877377388834,164,164,247,165,248,-1,204,-1,204,1,6000,1000,1
