,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,route_completion,episode,ckpt_index,env_id,num_ep_in_one_env,method
0,450,2.554625296691915,False,119.2464652248246,0,False,False,False,0.3372526444755848,1,6000,1009,1,ppl_rss_mpc
