,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,crash_object,crash_building,crash_sidewalk,first_crash_step,first_crash_vehicle_step,first_out_of_road_step,crash_vehicle_steps,out_of_road_steps,route_completion,rss_unsafe_steps,rss_longitudinal_unsafe_steps,rss_lateral_unsafe_steps,rss_shield_steps,rss_longitudinal_shield_steps,rss_lateral_shield_steps,rss_spring_soft_steps,rss_longitudinal_spring_soft_steps,rss_lateral_spring_soft_steps,rss_attack_steps,rss_front_attack_steps,rss_lateral_attack_steps,rss_attack_delta_mean,rss_lateral_attack_delta_mean,rss_front_distance_raw_mean,rss_front_distance_attacked_mean,rss_front_distance_used_mean,rss_lateral_gap_raw_mean,rss_lateral_gap_attacked_mean,rss_lateral_gap_used_mean,rss_first_unsafe_step,rss_first_longitudinal_unsafe_step,rss_first_lateral_unsafe_step,rss_first_shield_step,rss_first_lateral_shield_step,rss_first_spring_soft_step,rss_first_attack_step,rss_first_front_attack_step,rss_first_lateral_attack_step,episode,ckpt_index,env_id,num_ep_in_one_env
0,454,6.794775139586536,True,320.10880771257877,0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9847129179756188,52,0,52,27,0,27,0,0,0,346,346,0,0.0,0.0,49.093447018878244,0.0,0.0,2.2555222707563445,2.2555222707563445,2.2555222707563445,195,-1,195,206,206,-1,1,1,-1,1,6000,1000,1
