,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,route_completion,episode,ckpt_index,env_id,num_ep_in_one_env
0,272,11.252223575530564,True,317.87813654306984,13.0,False,False,False,0.9834950759016671,1,6000,1000,1
1,280,10.422443235742113,True,303.7067859782601,14.0,False,False,False,0.9806585702437733,2,6000,1001,1
2,279,13.65842380559377,True,397.4159656566044,4.0,False,False,False,0.9873678720853052,3,6000,1002,1
3,322,12.914986942288383,True,432.91375286264724,7.0,False,False,False,0.9911653395258139,4,6000,1003,1
4,173,13.525130019207172,False,240.82011479739316,1.0,False,False,True,0.47961912044669375,5,6000,1004,1
5,331,10.790701344892966,True,368.4040427791002,3.0,False,False,False,0.9846563681946526,6,6000,1005,1
6,164,12.179465351228881,False,205.9528863542352,1.0,False,False,True,0.46734923302191644,7,6000,1006,1
7,335,12.208218205899838,True,422.1115498842373,0.0,False,False,False,0.9883673732749798,8,6000,1007,1
8,183,14.239233218621884,False,269.1898967429184,1.0,False,False,True,0.7340696858672054,9,6000,1008,1
9,214,10.956299270170883,False,241.37966982064398,1.0,False,False,True,0.6732528440950313,10,6000,1009,1
10,209,12.877279017906353,False,277.00577206969314,2.0,True,False,True,0.8493428883881705,11,6000,1010,1
11,305,10.904900493278518,True,344.1987888555557,0.0,False,False,False,0.9846237619725293,12,6000,1011,1
12,150,12.412089113553094,False,190.5770828598505,9.0,False,False,True,0.5006507326950749,13,6000,1012,1
13,290,11.447465709117866,True,343.3656000780764,3.0,False,False,False,0.9848941175242484,14,6000,1013,1
14,205,12.246335513071893,True,261.53659164022673,0.0,False,False,False,0.9788295731954096,15,6000,1014,1
15,83,9.755851671483484,False,82.95378563265605,1.0,False,False,True,0.15701519828964783,16,6000,1015,1
16,130,10.18133672362907,False,136.1956105624173,1.0,False,False,True,0.4560469739347195,17,6000,1016,1
17,107,10.623634702289209,False,115.91729434219135,3.0,False,False,True,0.3466191652874095,18,6000,1017,1
18,327,12.868734362829924,True,435.659149628444,3.0,False,False,False,0.9901414503588066,19,6000,1018,1
19,134,9.951986120941381,False,137.06769689729413,1.0,False,False,True,0.4809718224304803,20,6000,1019,1
20,226,10.65043249430116,True,250.33790443396325,0.0,False,False,False,0.9863428020053984,21,6000,1020,1
21,291,12.794598384506434,True,385.10615897211716,1.0,False,False,False,0.9892602147448365,22,6000,1021,1
22,245,13.548508468831836,False,343.22178783422294,7.0,False,False,True,0.812077416281628,23,6000,1022,1
23,117,10.859416500677796,False,131.29345723766207,1.0,False,False,True,0.4284602598082077,24,6000,1023,1
24,330,14.127506074629558,False,482.328719145827,12.0,False,False,True,0.9203385074880938,25,6000,1024,1
25,201,12.252741634074347,True,256.103456543655,0.0,False,False,False,0.9865692484719677,26,6000,1025,1
26,225,11.6684636239582,False,270.9435667846792,2.0,False,False,True,0.5601040667280238,27,6000,1026,1
27,242,13.470508951855239,True,338.22184951656567,0.0,False,False,False,0.984824907825646,28,6000,1027,1
28,177,12.676826733890918,True,231.61953703791198,6.0,False,False,False,0.9834859530010098,29,6000,1028,1
29,212,12.209785224346165,True,267.7120970175387,2.0,False,False,False,0.9811938238977871,30,6000,1029,1
30,111,9.757491499535762,False,111.87994516660264,1.0,False,False,True,0.3791876522212659,31,6000,1030,1
31,318,14.214734511932097,True,467.4531569344124,7.0,False,False,False,0.9910626901463666,32,6000,1031,1
32,112,10.972779036903793,False,126.4367736619701,1.0,False,False,True,0.4490268706037299,33,6000,1032,1
33,266,13.716130997692463,True,378.94039051018325,0.0,False,False,False,0.986791208158896,34,6000,1033,1
34,171,10.429575679879497,False,183.4615279132911,1.0,False,False,True,0.3329122219965397,35,6000,1034,1
35,279,13.188292476449279,True,380.84215956545523,0.0,False,False,False,0.9882211910582593,36,6000,1035,1
36,212,12.517037605630899,True,274.6533658117758,0.0,False,False,False,0.982469726626197,37,6000,1036,1
37,251,13.433952993352564,True,350.2904805654729,0.0,False,False,False,0.9869564982485569,38,6000,1037,1
38,239,11.569478650039953,False,284.934891999441,1.0,False,False,True,0.6669939327854776,39,6000,1038,1
39,264,11.649861994094614,True,318.8074749163007,0.0,False,False,False,0.9870581031962529,40,6000,1039,1
40,288,11.230068539558438,True,332.8024803470259,0.0,False,False,False,0.9899371876406725,41,6000,1040,1
41,105,11.238031336376984,False,120.01955624845831,3.0,False,False,True,0.3940120643289701,42,6000,1041,1
42,164,11.307019705751912,False,191.71180797992244,1.0,False,False,True,0.6573433241511798,43,6000,1042,1
43,392,11.619110657326654,True,468.91522486726484,2.0,False,False,False,0.988021978955526,44,6000,1043,1
44,100,10.022152444024055,False,103.58055220779416,6.0,False,False,True,0.36065604045128125,45,6000,1044,1
45,150,12.56934753740939,False,193.9403519705357,3.0,False,False,True,0.46149258246880037,46,6000,1045,1
46,342,12.620291752113596,False,448.544424714793,19.0,False,False,True,0.802866739183133,47,6000,1046,1
47,191,11.546565616123152,True,229.1520383502461,0.0,False,False,False,0.9809762166642361,48,6000,1047,1
48,345,11.350307048308832,True,404.0077168930147,5.0,False,False,False,0.9856764639410734,49,6000,1048,1
49,254,13.105406286257425,True,344.2404221069692,0.0,False,False,False,0.9885866154821341,50,6000,1049,1
0,255,11.951393006913007,True,317.21264104272666,7.0,False,False,False,0.9847772406166373,1,6200,1000,1
1,164,9.91827318188859,False,170.1971353445105,1.0,True,False,True,0.5682874476578614,2,6200,1001,1
2,332,11.451161982647772,True,394.4395669789742,23.0,False,False,False,0.9882214395335025,3,6200,1002,1
3,319,12.994384365477291,True,432.17786305913006,7.0,False,False,False,0.9909276783037322,4,6200,1003,1
4,162,13.386235909792408,False,223.23710319587966,1.0,False,False,True,0.44745801258116596,5,6200,1004,1
5,255,10.895648061365964,False,286.96853669934563,1.0,False,False,True,0.7759955716360295,6,6200,1005,1
6,337,12.545474676484275,True,435.01385428157664,8.0,False,False,False,0.9895564280403556,7,6200,1006,1
7,342,12.018233416703632,True,427.5261345967995,4.0,False,False,False,0.9903309811380379,8,6200,1007,1
8,191,13.755456118416001,False,271.7849918327081,1.0,True,False,True,0.7418880120377338,9,6200,1008,1
9,218,10.698715348107221,False,240.54329204679644,1.0,False,False,True,0.6726231123805692,10,6200,1009,1
10,211,12.741079663676478,False,276.2402633817505,3.0,True,False,True,0.8483005309338375,11,6200,1010,1
11,101,9.178844277438854,False,96.130343050764,1.0,False,False,True,0.2907489679879339,12,6200,1011,1
12,289,12.81007995355666,True,381.827762670537,10.0,False,False,False,0.989770103170641,13,6200,1012,1
13,207,10.901531385372675,False,235.08170678773266,1.0,False,False,True,0.6871258791537966,14,6200,1013,1
14,210,11.97831728548763,True,261.7027513011228,0.0,False,False,False,0.9780635588038239,15,6200,1014,1
15,85,9.823662562690702,False,85.53564750039698,1.0,False,False,True,0.16203021553882807,16,6200,1015,1
16,124,9.919811942609822,False,127.10946913175906,1.0,False,False,True,0.428010541377021,17,6200,1016,1
17,103,10.615351113020727,False,110.97761899040495,6.0,False,False,True,0.33284905691249306,18,6200,1017,1
18,302,13.936388512607984,True,437.5760837235715,0.0,False,False,False,0.9904490938967231,19,6200,1018,1
19,128,9.728602018702423,False,129.05693060151768,1.0,False,False,True,0.4553989249859306,20,6200,1019,1
20,220,10.83204610724649,True,248.80767788178645,0.0,False,False,False,0.986756122500025,21,6200,1020,1
21,304,12.324309252749678,True,389.02990192194346,2.0,False,False,False,0.9872077132567277,22,6200,1021,1
22,318,12.66527074909202,True,417.06567319934635,11.0,False,False,False,0.9895088574453136,23,6200,1022,1
23,243,12.376460503145523,True,314.9830679077504,0.0,False,False,False,0.9827042022149982,24,6200,1023,1
24,294,12.858693111443454,False,390.6473712230212,1.0,False,False,True,0.7586988146203874,25,6200,1024,1
25,203,12.058207816123469,True,255.6006120422833,0.0,False,False,False,0.9852373876579761,26,6200,1025,1
26,238,11.464203909280442,False,279.90526543441956,5.0,False,False,True,0.5766242865347758,27,6200,1026,1
27,200,12.489108467903373,False,258.98545705410254,1.0,False,False,True,0.7580026168684246,28,6200,1027,1
28,188,11.853945434810385,True,230.83517462752252,4.0,False,False,False,0.9804421694183173,29,6200,1028,1
29,215,12.06950220268999,True,270.1168663768181,0.0,False,False,False,0.9821615129948715,30,6200,1029,1
30,267,11.178762335353301,True,312.0501716257059,0.0,False,False,False,0.9837391281392904,31,6200,1030,1
31,339,13.338049577229,True,468.7086164343746,4.0,False,False,False,0.9896564634724657,32,6200,1031,1
32,116,10.906349900587083,False,130.70307880647883,1.0,False,False,True,0.4614839945305033,33,6200,1032,1
33,197,13.603704750924084,False,277.24315621691545,1.0,False,False,True,0.739954258976921,34,6200,1033,1
