,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,route_completion,episode,ckpt_index,env_id,num_ep_in_one_env,method
0,611,4.555169796093607,True,285.3192543062992,0,False,False,False,0.9846057778326324,1,10000,1032,1,ppl_rss_mpc
