ckpt_index,success_rate,crash_rate,crash_count,out_of_road_rate,out_of_road_count,avg_reward,avg_episode_length,avg_velocity,avg_cost,avg_route_completion,num_episodes
6000,0.84,0.1,5,0.16,8,342.1625769620103,335.52,10.13514988213111,0.58,0.9374041259682617,50
6200,0.86,0.06,3,0.14,7,343.97157244051033,336.12,10.147594100980823,0.44,0.9335966407304152,50
6400,0.9,0.04,2,0.1,5,348.0990371590534,340.34,10.13304708737552,0.66,0.9465429254640186,50
6600,0.88,0.06,3,0.12,6,344.80408308335615,335.1,10.184721980384136,0.64,0.9388246156406947,50
6800,0.84,0.08,4,0.16,8,342.47102083234427,332.98,10.206741948944229,0.62,0.9301993217648797,50
7000,0.88,0.04,2,0.12,6,344.8260530795644,336.88,10.121832634238308,0.7,0.9379920828536308,50
