ckpt_index,env_id,episode,step,global_step,raw_action_steer,raw_action_throttle,safe_action_steer,safe_action_throttle,action_delta_steer,action_delta_throttle,filter_enabled,filter_intervened,recovery_mode,selected_candidate_type,fallback_reason,cost,step_cost,episode_cost_so_far,crash,crash_vehicle,crash_object,crash_sidewalk,crash_building,crash_human,out_of_road,out_of_route,on_lane,route_completion,velocity,reward,done,done_reason,front_blocking_object_type,front_blocking_object_distance,nearest_object_type,nearest_object_distance,nearest_traffic_object_distance,front_traffic_object_distance,min_vehicle_margin,min_static_margin,min_boundary_margin,rss_longitudinal_margin,rss_lateral_margin,rss_risk_score,contact_results,actual_action_modified,hard_risk,hard_risk_reason,low_risk_gate_passed,low_risk_gate_rejected_reason,safety_hold_active,safety_hold_remaining,recent_contact_steps,nearest_static_object_type,nearest_static_object_distance,nearest_static_forward_distance,nearest_static_lateral_gap,front_static_blocking_distance,static_distance_immediate_risk,deadlock_escape_candidate,ttc_vehicle_min,ttc_static_min,boundary_closing_rate,pre_contact_intervention,post_contact_intervention,first_risk_detected_step,risk_to_intervention_delay,intervention_to_first_cost_delay,raw_predicted_collision,raw_predicted_out_of_road,raw_predicted_cost_risk,raw_min_vehicle_margin,raw_min_static_margin,raw_min_boundary_margin,raw_deadlock_risk,raw_failure_reason,allow_intervention,intervention_reason,intervention_rejected_reason,candidate_predicted_collision,candidate_predicted_out_of_road,candidate_predicted_cost_risk,candidate_min_vehicle_margin,candidate_min_static_margin,candidate_min_boundary_margin,vehicle_margin_worse,intervention_score_gain,exception_type,exception_message,exception_traceback
6000,1004,1,1,1,0.31361496448516846,0.9896540641784668,0.31361496448516846,0.9896540641784668,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.009829630097952381,0.29140528169416274,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.22399999999999998,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.656,inf,inf,0.22399999999999998,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.656,inf,inf,0.22399999999999998,False,-54.162902893150836,,,
6000,1004,1,2,2,0.26407063007354736,0.9963481426239014,0.26407063007354736,0.9963481426239014,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.00989808028722592,0.5854444636548571,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.2247093989406712,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.651743606355972,inf,inf,0.2247093989406712,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.651743606355972,inf,inf,0.2247093989406712,False,-54.10454576488978,,,
6000,1004,1,3,3,0.25572991371154785,0.996145486831665,0.25572991371154785,0.996145486831665,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.010023849237036359,0.8790412291851164,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.2281662724688649,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.63100236518681,inf,inf,0.2281662724688649,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.63100236518681,inf,inf,0.2281662724688649,False,-53.50678086718065,,,
6000,1004,1,4,4,0.24869489669799805,0.9958219528198242,0.24869489669799805,0.9958219528198242,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.01020680963476843,1.172424211789922,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.23494784960150716,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.590312902390957,inf,inf,0.23494784960150716,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.590312902390957,inf,inf,0.23494784960150716,False,-52.382569192662054,,,
6000,1004,1,5,5,0.2390073537826538,0.9954643249511719,0.2390073537826538,0.9954643249511719,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.010446930588390486,1.4661316910490911,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.24534472876787183,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.5279316273927686,inf,inf,0.24534472876787183,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.5279316273927686,inf,inf,0.24534472876787183,False,-50.76935207672825,,,
6000,1004,1,6,6,0.22631549835205078,0.9950439929962158,0.22631549835205078,0.9950439929962158,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.010744243926056343,1.7601850368294538,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.2594323051869869,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.443406168878078,inf,inf,0.2594323051869869,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.443406168878078,inf,inf,0.2594323051869869,False,-48.768733875095634,,,
6000,1004,1,7,7,0.2108745574951172,0.9945175647735596,0.2108745574951172,0.9945175647735596,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.011098744031032975,2.0545299687627026,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.27735583537817,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.33586498773098,inf,inf,0.27735583537817,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.33586498773098,inf,inf,0.27735583537817,False,-46.48342882012067,,,
6000,1004,1,8,8,0.1933506727218628,0.9938521385192871,0.1933506727218628,0.9938521385192871,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.01151039439455571,2.3491062569340153,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.29940485262870786,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.203570884227752,inf,inf,0.29940485262870786,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.203570884227752,inf,inf,0.29940485262870786,False,-43.99919222720159,,,
6000,1004,1,9,9,0.17444109916687012,0.9930217266082764,0.17444109916687012,0.9930217266082764,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.011979143529905135,2.6438111700246183,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.32592809998989103,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,4.044431400060653,inf,inf,0.32592809998989103,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,4.044431400060653,inf,inf,0.32592809998989103,False,-41.39132675823144,,,
6000,1004,1,10,10,0.15407955646514893,0.9919824600219727,0.15407955646514893,0.9919824600219727,0.0,0.0,True,False,inactive_raw_action,raw_action,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.01250493058914013,2.9385412243922397,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,0.35726576352119443,inf,inf,0.0,set(),False,False,,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,inf,inf,0.0,False,False,-1,-1,,False,False,3.8564054188728325,inf,inf,0.35726576352119443,0.0,,False,raw_action_safe_or_candidate_not_better,boundary_margin_insufficient,False,False,3.8564054188728325,inf,inf,0.35726576352119443,False,-38.725408968390276,,,
