,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,route_completion,episode,ckpt_index,env_id,num_ep_in_one_env,method
0,211,11.084138946901833,False,241.91553052077435,1.0,False,False,True,0.6756482174570021,1,6200,1009,1,ppl_rss_mpc
1,266,11.70396723440906,True,321.6861125578142,0.0,False,False,False,0.984908684809585,2,6200,1010,1,ppl_rss_mpc
2,320,10.353243086086033,True,343.06421218769555,0.0,False,False,False,0.9878484281230313,3,6200,1011,1,ppl_rss_mpc
3,83,10.581212517768005,False,89.8261430661986,1.0,True,False,True,0.24724052693217857,4,6200,1012,1,ppl_rss_mpc
4,233,11.607789113142315,False,278.8911240080472,3.0,True,False,True,0.7923944906814028,5,6200,1013,1,ppl_rss_mpc
5,215,11.72875056460894,True,262.29432131872164,0.0,False,False,False,0.981220223143099,6,6200,1014,1,ppl_rss_mpc
6,535,10.138353067576453,True,562.406823037039,5.0,False,False,False,0.9902603731627948,7,6200,1015,1,ppl_rss_mpc
7,127,10.220791423239689,False,134.81546054930854,1.0,False,False,True,0.45241436887293235,8,6200,1016,1,ppl_rss_mpc
8,330,10.030714099304529,True,343.540937392117,0.0,False,False,False,0.9864358913048652,9,6200,1017,1,ppl_rss_mpc
9,383,10.976894829978372,True,435.8020320432617,6.0,False,False,False,0.9906722041345165,10,6200,1018,1,ppl_rss_mpc
10,127,10.02883790143308,False,132.2985637916773,1.0,False,False,True,0.4661243136809356,11,6200,1019,1,ppl_rss_mpc
11,230,10.42342316491445,True,247.20315344154645,0.0,False,False,False,0.9818652961807045,12,6200,1020,1,ppl_rss_mpc
12,335,11.011596963280459,True,383.23202491786935,11.0,False,False,False,0.9878350605437908,13,6200,1021,1,ppl_rss_mpc
13,226,10.43749782770818,False,243.71065367456822,1.0,True,False,True,0.5697587894606025,14,6200,1022,1,ppl_rss_mpc
14,119,10.957520235494748,False,134.85220200975806,1.0,False,False,True,0.4396728632662058,15,6200,1023,1,ppl_rss_mpc
15,1500,0.981111196290471,False,152.27666871500168,6.0,False,False,False,0.299167085613059,16,6200,1024,1,ppl_rss_mpc
16,210,11.635762981892084,True,255.39878496742259,0.0,False,False,False,0.9847443079187985,17,6200,1025,1,ppl_rss_mpc
