ckpt_index,env_id,episode,step,global_step,raw_action_steer,raw_action_throttle,safe_action_steer,safe_action_throttle,action_delta_steer,action_delta_throttle,filter_enabled,filter_intervened,recovery_mode,selected_candidate_type,selected_lateral_target,selected_speed_target,num_candidates,num_hard_safe_candidates,fallback_reason,cost,step_cost,episode_cost_so_far,crash,crash_vehicle,crash_object,crash_sidewalk,crash_building,crash_human,out_of_road,out_of_route,on_lane,route_completion,velocity,reward,done,done_reason,front_blocking_object_type,front_blocking_object_distance,nearest_object_type,nearest_object_distance,nearest_traffic_object_distance,front_traffic_object_distance,min_vehicle_margin,min_static_margin,min_boundary_margin,rss_longitudinal_margin,rss_lateral_margin,rss_risk_score,contact_results,actual_action_modified,hard_risk,hard_risk_reason,hard_recovery_moving_bypass,hard_recovery_entered_safety_hold,hard_bypass_side,hard_bypass_remaining,low_risk_gate_passed,low_risk_gate_rejected_reason,safety_hold_active,safety_hold_remaining,recent_contact_steps,nearest_static_object_type,nearest_static_object_distance,nearest_static_forward_distance,nearest_static_lateral_gap,front_static_blocking_distance,static_distance_immediate_risk,deadlock_escape_candidate,ttc_vehicle_min,ttc_static_min,boundary_closing_rate,pre_contact_intervention,post_contact_intervention,first_risk_detected_step,risk_to_intervention_delay,intervention_to_first_cost_delay,raw_predicted_collision,raw_predicted_out_of_road,raw_predicted_cost_risk,raw_min_vehicle_margin,raw_min_static_margin,raw_min_boundary_margin,raw_deadlock_risk,raw_failure_reason,allow_intervention,intervention_reason,intervention_rejected_reason,candidate_predicted_collision,candidate_predicted_out_of_road,candidate_predicted_cost_risk,candidate_min_vehicle_margin,candidate_min_static_margin,candidate_min_boundary_margin,vehicle_margin_worse,intervention_score_gain,exception_type,exception_message,exception_traceback,event_type,window_relative_step,is_first_cost_event
6000,1004,1,181,181,-0.864955484867096,0.03088068962097168,0.44999998807907104,-0.3499999940395355,1.314955472946167,-0.3808806836605072,True,True,safety_hold,safety_hold_recovery,0,0,0,0,recent_emergency_safety_hold,0,0,0,False,False,False,False,False,False,False,False,True,0.4196196637594027,15.818614218282608,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_BROKEN_SINGLE_WHITE'},True,True,recent_emergency_safety_hold,False,False,,0,False,,True,4,1,,inf,inf,inf,inf,False,False,6.565976023441575,inf,0.0,True,False,1,0,,False,False,0.0,14.20867918318569,inf,3.5202800333052893,0.0,,True,safety_hold,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-10,False
6000,1004,1,182,182,-0.913112461566925,-0.020217180252075195,0.44999998807907104,-0.3499999940395355,1.363112449645996,-0.3297828137874603,True,True,safety_hold,safety_hold_recovery,0,0,0,0,recent_emergency_safety_hold,0,0,0,False,False,False,False,False,False,False,False,True,0.4225892575619023,15.405525853780974,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_BROKEN_SINGLE_WHITE'},True,True,recent_emergency_safety_hold,False,False,,0,False,,True,3,0,,inf,inf,inf,inf,False,False,6.795313665580382,inf,0.0,True,False,1,0,,False,False,0.0,15.49070397026227,inf,3.1559975161105016,0.0,,True,safety_hold,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-9,False
6000,1004,1,183,183,-0.9120675325393677,-0.6378116011619568,0.44999998807907104,-0.3499999940395355,1.362067461013794,0.28781160712242126,True,True,safety_hold,safety_hold_recovery,0,0,0,0,recent_emergency_safety_hold,0,0,0,False,False,False,False,False,False,False,False,True,0.4254337128545083,15.004539424197889,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_BROKEN_SINGLE_WHITE'},True,True,recent_emergency_safety_hold,False,False,,0,False,,True,2,0,,inf,inf,inf,inf,False,False,6.994589979970401,inf,0.0,True,False,1,0,,False,False,0.0,16.393360965588638,inf,2.723089746557069,0.0,,True,safety_hold,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-8,False
6000,1004,1,184,184,-0.9613462090492249,-0.7038835287094116,0.44999998807907104,-0.3499999940395355,1.411346197128296,0.3538835346698761,True,True,safety_hold,safety_hold_recovery,0,0,0,0,recent_emergency_safety_hold,0,0,0,False,False,False,False,False,False,False,False,True,0.42814848768648023,14.610362767047473,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_BROKEN_SINGLE_WHITE'},True,True,recent_emergency_safety_hold,False,False,,0,False,,True,1,0,,inf,inf,inf,inf,False,False,7.163138235422596,inf,0.0,True,False,1,0,,False,False,0.0,17.261797504703292,inf,2.224369211347731,0.0,,True,safety_hold,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-7,False
6000,1004,1,185,185,-0.9674491882324219,-0.7512568831443787,-0.9674491882324219,-0.7512568831443787,0.0,0.0,True,False,inactive_raw_action,raw_action_safe,0,0,0,0,low_risk_verified_passthrough,0,0,0,False,False,False,False,False,False,False,False,True,0.4307373899671379,14.001109859586796,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_BROKEN_SINGLE_WHITE'},False,False,,False,False,,0,True,,True,1,0,,inf,inf,inf,inf,False,False,7.292848684244468,inf,0.0,False,False,1,-1,,False,False,0.0,17.953844896135376,inf,1.663175747587022,0.0,,False,low_risk_verified,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-6,False
6000,1004,1,186,186,-0.9822078943252563,-0.7035814523696899,-0.9822078943252563,-0.7035814523696899,0.0,0.0,True,False,inactive_raw_action,raw_action,0,0,10,7,raw_action_safe_or_candidate_not_better,0,0,0,False,False,False,False,False,False,False,False,True,0.4332299302312316,13.327338102148438,0.0,False,max_steps,,inf,,inf,inf,inf,15.757891256663312,inf,1.0663198498159034,inf,inf,0.0,"{'ROAD_LINE_BROKEN_SINGLE_WHITE', 'ROAD_LINE_SOLID_SINGLE_YELLOW'}",False,False,,False,False,,0,False,boundary_margin_uncertain_or_low,False,0,0,,inf,inf,inf,inf,False,False,7.723195559335091,inf,0.0,False,False,1,0,,False,False,0.0,18.78382675676445,inf,1.0663198498159034,0.0,,False,raw_action_safe_or_candidate_not_better,candidate_not_better,False,False,0.0,18.948421873783822,inf,1.0663198498159034,False,26.272500045229215,,,,cost_window,-5,False
6000,1004,1,187,187,-0.9937120079994202,-0.9246973395347595,-0.44999998807907104,-0.3499999940395355,0.5437120199203491,0.5746973752975464,True,True,ultra_short_horizon_emergency,ultra_short_boundary_recovery,0,0,0,0,contact_road_line_solid_detected,0,0,0,False,False,False,False,False,False,False,False,True,0.43562963859081505,12.8080183380796,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_SOLID_SINGLE_YELLOW'},True,True,contact_road_line_solid_detected,False,False,,0,False,,True,8,1,,inf,0,0,0,0,0,inf,inf,0.0,True,False,1,0,,False,False,0.0,inf,inf,inf,0.0,0,True,contact_road_line_solid_detected,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-4,False
6000,1004,1,188,188,-0.991966962814331,-0.8752490282058716,0.44999998807907104,-0.3499999940395355,1.4419670104980469,0.5252490043640137,True,True,ultra_short_horizon_emergency,ultra_short_boundary_recovery,0,0,0,0,contact_road_line_solid_detected,0,0,0,False,False,False,False,False,False,False,False,True,0.43793494513390446,12.161360594471416,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_SOLID_SINGLE_YELLOW'},True,True,contact_road_line_solid_detected,False,False,,0,False,,True,8,2,,inf,0,0,0,0,0,inf,inf,0.0,True,False,1,0,,False,False,0.0,inf,inf,inf,0.0,0,True,contact_road_line_solid_detected,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-3,False
6000,1004,1,189,189,-0.9817138314247131,-0.5715863704681396,0.44999998807907104,-0.3499999940395355,1.4317138195037842,0.22158637642860413,True,True,ultra_short_horizon_emergency,ultra_short_boundary_recovery,0,0,0,0,contact_road_line_solid_detected,0,0,0,False,False,False,False,False,False,False,False,True,0.44009914593508964,11.52865737556534,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_SOLID_SINGLE_YELLOW'},True,True,contact_road_line_solid_detected,False,False,,0,False,,True,8,3,,inf,0,0,0,0,0,inf,inf,0.0,True,False,1,0,,False,False,0.0,inf,inf,inf,0.0,0,True,contact_road_line_solid_detected,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-2,False
6000,1004,1,190,190,-0.9864335656166077,-0.6154446005821228,0.44999998807907104,-0.3499999940395355,1.4364335536956787,0.2654446065425873,True,True,ultra_short_horizon_emergency,ultra_short_boundary_recovery,0,0,0,0,contact_road_line_solid_detected,0,0,0,False,False,False,False,False,False,False,False,True,0.44211530631042595,10.847081165198121,0.0,False,max_steps,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,{'ROAD_LINE_SOLID_SINGLE_YELLOW'},True,True,contact_road_line_solid_detected,False,False,,0,False,,True,8,4,,inf,0,0,0,0,0,inf,inf,0.0,True,False,1,0,,False,False,0.0,inf,inf,inf,0.0,0,True,contact_road_line_solid_detected,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,-1,False
6000,1004,1,191,191,-0.9879013895988464,-0.6912652254104614,0.44999998807907104,-0.3499999940395355,1.4379013776779175,0.3412652313709259,True,True,ultra_short_horizon_emergency,ultra_short_boundary_recovery,0,0,0,0,contact_road_line_solid_detected,1.0,1.0,1.0,False,False,False,False,False,False,True,True,True,0.44396312230016566,10.191158274483605,0.0,True,out_of_road,,inf,,inf,inf,inf,inf,inf,inf,inf,inf,0.0,"{'ROAD_LINE_SOLID_SINGLE_YELLOW', 'ROAD_LINE_SOLID_SINGLE_WHITE'}",True,True,contact_road_line_solid_detected,False,False,,0,False,,True,8,5,,inf,0,0,0,0,0,inf,inf,0.0,True,False,1,0,,False,False,0.0,inf,inf,inf,0.0,0,True,contact_road_line_solid_detected,,False,False,0.0,inf,inf,inf,False,0.0,,,,cost_window,0,True
