,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,route_completion,episode,ckpt_index,env_id,num_ep_in_one_env
0,318,9.460957854667107,True,309.45434843231567,21.0,False,False,False,0.9845217213331175,1,6000,1000,1
1,307,9.439636302577854,True,303.05558840579585,10.0,False,False,False,0.9847171892017774,2,6000,1001,1
2,318,12.0143952917732,True,396.66193764153104,15.0,False,False,False,0.9870565296178379,3,6000,1002,1
3,349,11.94827441589378,True,431.35687618586104,6.0,False,False,False,0.9911255749823055,4,6000,1003,1
4,157,13.621328879197014,False,220.7164211948693,1.0,False,False,True,0.4430189527475926,5,6000,1004,1
5,277,10.240692457025355,False,295.1302934053508,7.0,False,False,True,0.7956835592651168,6,6000,1005,1
6,327,12.70952757245035,True,430.49149971332434,0.0,False,False,False,0.9907107772857163,7,6000,1006,1
7,415,9.936426649721284,True,427.4631951577435,38.0,False,False,False,0.9906818689785585,8,6000,1007,1
8,191,14.040937005853557,False,277.7106554935809,5.0,True,False,True,0.7567805445193326,9,6000,1008,1
9,214,10.835448418509326,False,239.67777489991195,1.0,False,False,True,0.6719562928215209,10,6000,1009,1
10,225,11.909592295479477,False,275.6621243170583,1.0,True,False,True,0.8436363735398116,11,6000,1010,1
11,311,10.090239336577737,False,324.486491729257,8.0,False,False,True,0.8911661716290122,12,6000,1011,1
12,87,10.689433075301489,False,94.93833775311866,1.0,True,False,True,0.2614808980653324,13,6000,1012,1
13,359,9.23911203110569,True,340.48897466918095,19.0,False,False,False,0.9818665318241802,14,6000,1013,1
14,218,11.587040119041514,True,263.2798878905432,0.0,False,False,False,0.9813700256084824,15,6000,1014,1
15,432,12.760096892384434,True,568.9644283522075,0.0,False,False,False,0.9905529526756468,16,6000,1015,1
16,126,10.104994083682275,False,132.87902678737007,1.0,False,False,True,0.4471121934994304,17,6000,1016,1
17,269,12.360521681434882,True,344.69214002213755,1.0,False,False,False,0.9855600483997207,18,6000,1017,1
18,306,13.817395775905496,True,439.90160112587927,0.0,False,False,False,0.9902364088211302,19,6000,1018,1
19,127,9.821886799579312,False,129.87725994701134,1.0,False,False,True,0.4578042216441452,20,6000,1019,1
20,222,10.688722063249779,True,246.44892733879254,0.0,False,False,False,0.9844849896963324,21,6000,1020,1
21,294,12.64463872129347,True,384.4246332891039,4.0,False,False,False,0.9894578013543136,22,6000,1021,1
22,1500,2.284871981148869,False,349.76191078420646,1188.0,True,False,False,0.8239308943204756,23,6000,1022,1
23,244,12.358673574673656,True,313.61038746356905,0.0,False,False,False,0.9867765389499878,24,6000,1023,1
24,408,12.204809189071838,True,516.276021712644,15.0,False,False,False,0.9919492422154245,25,6000,1024,1
25,206,11.857415659708343,True,255.78326831627618,0.0,False,False,False,0.9870392362652911,26,6000,1025,1
26,352,9.792261874565371,False,355.8513237193628,21.0,False,False,True,0.7327763620347573,27,6000,1026,1
27,283,11.58877103949064,True,340.2220165931525,0.0,False,False,False,0.9860302653017693,28,6000,1027,1
28,189,11.909712181946565,True,233.68127849328334,0.0,False,False,False,0.9823159635579831,29,6000,1028,1
29,1500,1.7534031087974575,False,262.4047402538175,1292.0,True,False,False,0.9461622165740344,30,6000,1029,1
30,268,11.122670350409653,True,311.8270978045937,0.0,False,False,False,0.9849364304328333,31,6000,1030,1
31,333,13.54624491904284,True,467.76138769103744,0.0,False,False,False,0.9907825905745751,32,6000,1031,1
32,273,9.995649053527378,True,282.8395338745144,8.0,False,False,False,0.9838486109263832,33,6000,1032,1
33,274,13.369374084292858,True,378.137217724477,3.0,False,False,False,0.9870575039517157,34,6000,1033,1
34,176,10.453134482898674,False,186.82508785515563,1.0,False,False,True,0.3433311283946028,35,6000,1034,1
35,309,11.889527028020638,True,380.2251326071966,2.0,False,False,False,0.9861206582259896,36,6000,1035,1
36,214,12.675907900493135,True,280.636488729879,0.0,False,False,False,0.9843673484581698,37,6000,1036,1
37,252,13.404400501831121,True,352.0294362973481,0.0,False,False,False,0.9895192173424694,38,6000,1037,1
38,221,12.161382474774632,False,279.14783789515275,1.0,False,False,True,0.6535055470482947,39,6000,1038,1
39,244,12.358964804170302,True,312.199224205255,0.0,False,False,False,0.9860061094631589,40,6000,1039,1
40,155,10.400379084233949,False,167.81080326193407,1.0,False,False,True,0.48600601838178775,41,6000,1040,1
41,263,11.396511483672752,True,308.4079657789951,0.0,False,False,False,0.9856253153529849,42,6000,1041,1
42,295,9.571283371427091,True,293.1758195187482,31.0,False,False,False,0.9850718951314835,43,6000,1042,1
43,359,12.528892306903868,True,465.65860005708265,0.0,False,False,False,0.9887629871973357,44,6000,1043,1
44,1500,0.7066101912666074,False,101.2264823266778,1408.0,True,False,False,0.35139069881509716,45,6000,1044,1
45,341,12.171204432087386,True,430.1913244463595,0.0,False,False,False,0.9880724149307344,46,6000,1045,1
46,326,14.234975390175821,False,482.7920771432904,1.0,True,False,True,0.8693653980179255,47,6000,1046,1
47,200,11.039468957544836,True,228.4499252694271,0.0,False,False,False,0.9789756536424583,48,6000,1047,1
48,374,10.371001197369734,True,401.9310591063197,3.0,False,False,False,0.9886574790791671,49,6000,1048,1
49,252,13.105579188477902,True,343.04604104948095,0.0,False,False,False,0.9867645507374642,50,6000,1049,1
