ckpt_index,env_id,episode,episode_in_env,step_in_episode,mode,filter_applied,obstacle_detected,dynamic_vehicle_detected,step_cost,total_cost,crash,crash_vehicle,crash_object,crash_sidewalk,out_of_road,route_completion,velocity,step_reward,d_obs,d_brake,d_front,d_dynamic,clearance_margin,risk_step,rss_margin,left_feasible,right_feasible,num_static_obstacles,num_dynamic_vehicles,lidar_fallback_used,lidar_fallback_distance,lidar_fallback_source,nearest_object_type,nearest_object_class,nearest_object_distance,nearest_object_longitudinal,nearest_object_lateral,nearest_object_speed,blocking_object_type,blocking_object_class,blocking_object_distance,blocking_object_longitudinal,blocking_object_lateral,blocking_object_speed,selected_score,selected_progress_score,selected_intervention_cost,action_delta,env_action_nominal_steer,env_action_nominal_throttle_brake,env_action_safe_steer,env_action_safe_throttle_brake,internal_action_nominal_acc,internal_action_nominal_steer,internal_action_safe_acc,internal_action_safe_steer,adapter_error,reason,blocking_object_x,blocking_object_y,candidate_count,safe_candidate_count,stop_candidate_safe,stop_h_stop_min,stop_projection_failed,left_candidate_safe,left_projection_failed,right_candidate_safe,right_projection_failed
3000,1000,1,1,11,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.021350232408717813,3.2812462435154393,0.3135946867701359,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,6.382817600059962,-6.367560024261726,0.4410667217771337,0.0,,,,,,,,,,0.0,0.17692649364471436,0.9829858541488647,0.17692649364471436,0.9829858541488647,1.9659717082977295,0.17692649364471436,1.9659717082977295,0.17692649364471436,,,,,,,,,,,,,
3000,1000,1,1,12,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.02239914227315988,3.5811997200753316,0.3441807940955636,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,6.683611610176368,-6.6625653169909045,0.529988256958802,0.0,,,,,,,,,,0.0,0.1440201997756958,0.9804884195327759,0.1440201997756958,0.9804884195327759,1.9609768390655518,0.1440201997756958,1.9609768390655518,0.1440201997756958,,,,,,,,,,,,,
3000,1000,1,1,13,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.023541573935929094,3.8801985077036125,0.3747769104355452,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,7.014235593605376,-6.986886853384653,0.6187996934398501,0.0,,,,,,,,,,0.0,0.10994744300842285,0.9772424697875977,0.10994744300842285,0.9772424697875977,1.9544849395751953,0.10994744300842285,1.9544849395751953,0.10994744300842285,,,,,,,,,,,,,
3000,1000,1,1,14,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.0247776097238942,4.1776656865098705,0.40539188374237056,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,7.374751838913063,-7.341160243796957,0.7030867374987311,0.0,,,,,,,,,,0.0,0.07574081420898438,0.9730657339096069,0.07574081420898438,0.9730657339096069,1.9461314678192139,0.07574081420898438,1.9461314678192139,0.07574081420898438,,,,,,,,,,,,,
3000,1000,1,1,15,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.026107338062210522,4.472997886143263,0.4360249061980939,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,7.765194057906648,-7.726139987412821,0.7778172355054408,0.0,,,,,,,,,,0.0,0.04238462448120117,0.9677128791809082,0.04238462448120117,0.9677128791809082,1.9354257583618164,0.04238462448120117,1.9354257583618164,0.04238462448120117,,,,,,,,,,,,,
3000,1000,1,1,16,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.02753082145831544,4.765576741000933,0.4666650889258128,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,8.1855482877561,-8.142589968122182,0.8375138101684119,0.0,,,,,,,,,,0.0,0.010660171508789062,0.9608824253082275,0.010660171508789062,0.9608824253082275,1.921764850616455,0.010660171508789062,1.921764850616455,0.010660171508789062,,,,,,,,,,,,,
3000,1000,1,1,17,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.029048099551071693,5.054526994785957,0.4973013407148181,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,8.63573588086187,-8.591134431334158,0.8765519874769869,0.0,,,,,,,,,,0.0,-0.02089869976043701,0.9518535137176514,-0.02089869976043701,0.9518535137176514,1.9037070274353027,-0.02089869976043701,1.9037070274353027,-0.02089869976043701,,,,,,,,,,,,,
3000,1000,1,1,18,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.03065913270161654,5.338764067909977,0.5279039854247355,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,9.115601010576661,-9.072167031077951,0.8888009587351571,0.0,,,,,,,,,,0.0,-0.05181288719177246,0.9399902820587158,-0.05181288719177246,0.9399902820587158,1.8799805641174316,-0.05181288719177246,1.8799805641174316,-0.05181288719177246,,,,,,,,,,,,,
3000,1000,1,1,19,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.03236352147217939,5.621214935845055,0.5583736608758535,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,9.624876004731888,-9.58575686012763,0.8668930297215217,0.0,,,,,,,,,,0.0,-0.06819570064544678,0.9335805177688599,-0.06819570064544678,0.9335805177688599,1.8671610355377197,-0.06819570064544678,1.8671610355377197,-0.06819570064544678,,,,,,,,,,,,,
3000,1000,1,1,20,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.03415994558371698,5.91992000219472,0.5885035392408333,,,,,,,,False,False,11,0,False,,,vehicle,PGMap,10.163181644734838,-10.13109083447873,0.8070065968851811,0.0,,,,,,,,,,0.0,-0.010530591011047363,0.9819787740707397,-0.010530591011047363,0.9819787740707397,1.9639575481414795,-0.010530591011047363,1.9639575481414795,-0.010530591011047363,,,,,,,,,,,,,
3000,1000,1,1,21,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.03604851785453091,6.218484060896265,0.6186680690211035,,,,,,,,False,False,10,0,False,,,vehicle,PGMap,10.730384904260802,-10.704996680799251,0.7377033669877692,0.0,,,,,,,,,,0.0,0.005666136741638184,0.9815458059310913,0.005666136741638184,0.9815458059310913,1.9630916118621826,0.005666136741638184,1.9630916118621826,0.005666136741638184,,,,,,,,,,,,,
3000,1000,1,1,22,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.03803027194419549,6.516029410834082,0.6491513102051987,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,11.327208043239864,-11.304919264607593,0.710241139009822,0.0,,,,,,,,,,0.0,-0.0026029348373413086,0.9773248434066772,-0.0026029348373413086,0.9773248434066772,1.9546496868133545,-0.0026029348373413086,1.9546496868133545,-0.0026029348373413086,,,,,,,,,,,,,
3000,1000,1,1,23,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.0401068757340887,6.811848730041951,0.6801484441020833,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,11.953813312271423,-11.932969695042363,0.7056110556376334,0.0,,,,,,,,,,0.0,-0.019710063934326172,0.9732344150543213,-0.019710063934326172,0.9732344150543213,1.9464688301086426,-0.019710063934326172,1.9464688301086426,-0.019710063934326172,,,,,,,,,,,,,
3000,1000,1,1,24,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.042279375080357985,7.106400594438562,0.7114669847428446,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,12.610316065468496,-12.591304954735259,0.6921783064154947,0.0,,,,,,,,,,0.0,-0.03478407859802246,0.9705092906951904,-0.03478407859802246,0.9705092906951904,1.9410185813903809,-0.03478407859802246,1.9410185813903809,-0.03478407859802246,,,,,,,,,,,,,
3000,1000,1,1,25,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.04454815112591421,7.40044811606236,0.742902465130679,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,13.296682253664699,-13.28086918903511,0.6482843038818955,0.0,,,,,,,,,,0.0,-0.04384732246398926,0.9688616991043091,-0.04384732246398926,0.9688616991043091,1.9377233982086182,-0.04384732246398926,1.9377233982086182,-0.04384732246398926,,,,,,,,,,,,,
3000,1000,1,1,26,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.046913234362190255,7.694306959555927,0.7743466332100916,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,14.012794347344206,-14.001292741389387,0.5676327958096166,0.0,,,,,,,,,,0.0,-0.04723912477493286,0.9674224853515625,-0.04723912477493286,0.9674224853515625,1.934844970703125,-0.04723912477493286,1.934844970703125,-0.04723912477493286,,,,,,,,,,,,,
3000,1000,1,1,27,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.04937447538116505,7.987818573509283,0.8057425087150691,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,14.758531765150222,-14.751521280716315,0.4548403758703117,0.0,,,,,,,,,,0.0,-0.046939969062805176,0.965518593788147,-0.046939969062805176,0.965518593788147,1.931037187576294,-0.046939969062805176,1.931037187576294,-0.046939969062805176,,,,,,,,,,,,,
3000,1000,1,1,28,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.05193164854623536,8.280649502459394,0.837064749238118,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,15.533779599645372,-15.530506439289706,0.31887049023028924,0.0,,,,,,,,,,0.0,-0.04498159885406494,0.9628236293792725,-0.04498159885406494,0.9628236293792725,1.925647258758545,-0.04498159885406494,1.925647258758545,-0.04498159885406494,,,,,,,,,,,,,
3000,1000,1,1,29,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.05458439710763661,8.572633430888343,0.8682715983638022,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,16.33841315733108,-16.337546954789076,0.1682379259013711,0.0,,,,,,,,,,0.0,-0.040983736515045166,0.9595242738723755,-0.040983736515045166,0.9595242738723755,1.919048547744751,-0.040983736515045166,1.919048547744751,-0.040983736515045166,,,,,,,,,,,,,
3000,1000,1,1,30,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.057332266743019035,8.86315653036183,0.8993297762860423,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,17.172290060585087,-17.172287163038,0.009975722014406996,0.0,,,,,,,,,,0.0,-0.03925776481628418,0.955024242401123,-0.03925776481628418,0.955024242401123,1.910048484802246,-0.03925776481628418,1.910048484802246,-0.03925776481628418,,,,,,,,,,,,,
3000,1000,1,1,31,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.06017478788431643,9.151791025307872,0.9302325896431823,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,18.035249504182417,-18.034612891436915,-0.15153393722054598,0.0,,,,,,,,,,0.0,-0.03991556167602539,0.9494566917419434,-0.03991556167602539,0.9494566917419434,1.8989133834838867,-0.03991556167602539,1.8989133834838867,-0.03991556167602539,,,,,,,,,,,,,
3000,1000,1,1,32,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.06311141168573714,9.438551581186777,0.9609553088975671,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,18.92706652905282,-18.924341999684703,-0.32113435531110635,0.0,,,,,,,,,,0.0,-0.040422141551971436,0.9435359239578247,-0.040422141551971436,0.9435359239578247,1.8870718479156494,-0.040422141551971436,1.8870718479156494,-0.040422141551971436,,,,,,,,,,,,,
3000,1000,1,1,33,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.06614143684432516,9.723554073298327,0.9914507717722253,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,19.847477673488257,-19.841037730059476,-0.5055608706883212,0.0,,,,,,,,,,0.0,-0.03929615020751953,0.9374891519546509,-0.03929615020751953,0.9374891519546509,1.8749783039093018,-0.03929615020751953,1.8749783039093018,-0.03929615020751953,,,,,,,,,,,,,
3000,1000,1,1,34,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.06926406448453931,10.006578067294154,1.0216874687344644,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,20.79622102818367,-20.784255715222375,-0.7053533988822349,0.0,,,,,,,,,,0.0,-0.03714919090270996,0.930718183517456,-0.03714919090270996,0.930718183517456,1.861436367034912,-0.03714919090270996,1.861436367034912,-0.03714919090270996,,,,,,,,,,,,,
3000,1000,1,1,35,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.07247834327367401,10.28726890311796,1.0516161200982106,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,21.773059775366733,-21.753800384342554,-0.9155876909780647,0.0,,,,,,,,,,0.0,-0.03336292505264282,0.9225802421569824,-0.03336292505264282,0.9225802421569824,1.8451604843139648,-0.03336292505264282,1.8451604843139648,-0.03336292505264282,,,,,,,,,,,,,
3000,1000,1,1,36,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.07578319381500569,10.56491033551246,1.081193448438517,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,22.777751787472003,-22.749743260940857,-1.1292289639219053,0.0,,,,,,,,,,0.0,-0.030232250690460205,0.9125092029571533,-0.030232250690460205,0.9125092029571533,1.8250184059143066,-0.030232250690460205,1.8250184059143066,-0.030232250690460205,,,,,,,,,,,,,
3000,1000,1,1,37,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.07917734156664039,10.838847291094687,1.1103554707689105,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,23.81004109895198,-23.772357847903663,-1.3390517110984552,0.0,,,,,,,,,,0.0,-0.026082217693328857,0.9000407457351685,-0.026082217693328857,0.9000407457351685,1.800081491470337,-0.026082217693328857,1.800081491470337,-0.026082217693328857,,,,,,,,,,,,,
3000,1000,1,1,38,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.0826593046449406,11.108326860067415,1.1390339491417878,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,24.869613557614965,-24.821795535882707,-1.5414749040899927,0.0,,,,,,,,,,0.0,-0.0208166241645813,0.8850831985473633,-0.0208166241645813,0.8850831985473633,1.7701663970947266,-0.0208166241645813,1.7701663970947266,-0.0208166241645813,,,,,,,,,,,,,
3000,1000,1,1,39,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.08622736943137906,11.372236346511803,1.1671513971774672,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,25.956135452794125,-25.89855124336196,-1.7280078526299207,0.0,,,,,,,,,,0.0,-0.015290498733520508,0.8666355609893799,-0.015290498733520508,0.8666355609893799,1.7332711219787598,-0.015290498733520508,1.7332711219787598,-0.015290498733520508,,,,,,,,,,,,,
3000,1000,1,1,40,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.08987951739309975,11.629152748268133,1.1946060439345894,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,27.069226548050636,-27.003267749146932,-1.8885329696806177,0.0,,,,,,,,,,0.0,-0.01000148057937622,0.8436620235443115,-0.01000148057937622,0.8436620235443115,1.687324047088623,-0.01000148057937622,1.687324047088623,-0.01000148057937622,,,,,,,,,,,,,
3000,1000,1,1,41,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.09361332751033281,11.877370853742738,1.2212643309512172,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,28.208411858221368,-28.136293457770407,-2.0158100161647172,0.0,,,,,,,,,,0.0,-0.0062299370765686035,0.8151551485061646,-0.0062299370765686035,0.8151551485061646,1.630310297012329,-0.0062299370765686035,1.630310297012329,-0.0062299370765686035,,,,,,,,,,,,,
3000,1000,1,1,42,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.09742584211408985,12.115127503425192,1.2469504773298665,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,29.37306738225309,-29.297324912771295,-2.1080418396917584,0.0,,,,,,,,,,0.0,-0.0049079060554504395,0.780877947807312,-0.0049079060554504395,0.780877947807312,1.561755895614624,-0.0049079060554504395,1.561755895614624,-0.0049079060554504395,,,,,,,,,,,,,
3000,1000,1,1,43,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.10131361567245657,12.34093363475474,1.2715051943983886,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,30.562343991829,-30.4849546420186,-2.1735709670849954,0.0,,,,,,,,,,0.0,-0.006471037864685059,0.7417757511138916,-0.006471037864685059,0.7417757511138916,1.4835515022277832,-0.006471037864685059,1.4835515022277832,-0.006471037864685059,,,,,,,,,,,,,
3000,1000,1,1,44,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.10527278187174505,12.554060057194143,1.2947935937437018,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,31.775166499589844,-31.69671597952979,-2.2314574138167265,0.0,,,,,,,,,,0.0,-0.008826255798339844,0.7003343105316162,-0.008826255798339844,0.7003343105316162,1.4006686210632324,-0.008826255798339844,1.4006686210632324,-0.008826255798339844,,,,,,,,,,,,,
3000,1000,1,1,45,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.10929929754795671,12.754746140863261,1.316761439420994,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,33.0102749889499,-32.929778968084115,-2.303890613552735,0.0,,,,,,,,,,0.0,-0.009614288806915283,0.6593970060348511,-0.009614288806915283,0.6593970060348511,1.3187940120697021,-0.009614288806915283,1.3187940120697021,-0.009614288806915283,,,,,,,,,,,,,
3000,1000,1,1,46,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.11338913783195276,12.942779662131002,1.3374134984698238,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,34.26636473732394,-34.182295758626424,-2.3988349216041356,0.0,,,,,,,,,,0.0,-0.00848841667175293,0.6177172660827637,-0.00848841667175293,0.6177172660827637,1.2354345321655273,-0.00848841667175293,1.2354345321655273,-0.00848841667175293,,,,,,,,,,,,,
3000,1000,1,1,47,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.11753808270942395,13.116450227882359,1.3566810389649238,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,35.54218555819183,-35.45376000136677,-2.505565009818337,0.0,,,,,,,,,,0.0,-0.006546914577484131,0.5704333782196045,-0.006546914577484131,0.5704333782196045,1.140866756439209,-0.006546914577484131,1.140866756439209,-0.006546914577484131,,,,,,,,,,,,,
3000,1000,1,1,48,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.12174136332026944,13.273310287483852,1.37438138555149,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,36.83646247350709,-36.74409853954437,-2.6069503405991665,0.0,,,,,,,,,,0.0,-0.003949761390686035,0.5151565074920654,-0.003949761390686035,0.5151565074920654,1.0303130149841309,-0.003949761390686035,1.0303130149841309,-0.003949761390686035,,,,,,,,,,,,,
3000,1000,1,1,49,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.12599345461685318,13.410711002454683,1.3902661072258897,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,38.147764064570815,-38.052836842857666,-2.6895187928353748,0.0,,,,,,,,,,0.0,-0.0013445615768432617,0.45127439498901367,-0.0013445615768432617,0.45127439498901367,0.9025487899780273,-0.0013445615768432617,0.9025487899780273,-0.0013445615768432617,,,,,,,,,,,,,
3000,1000,1,1,50,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.13028801438113824,13.526018595607534,1.4040677672739839,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,39.47443079684515,-39.37899987235989,-2.743183513291913,0.0,,,,,,,,,,0.0,-0.00013780593872070312,0.3787039518356323,-0.00013780593872070312,0.3787039518356323,0.7574079036712646,-0.00013780593872070312,0.7574079036712646,-0.00013780593872070312,,,,,,,,,,,,,
3000,1000,1,1,51,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.13461793201097932,13.618186161105193,1.4155413286917702,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,40.81453058340691,-40.72058675033744,-2.7676201784387877,0.0,,,,,,,,,,0.0,-0.0007078051567077637,0.30271387100219727,-0.0007078051567077637,0.30271387100219727,0.6054277420043945,-0.0007078051567077637,0.6054277420043945,-0.0007078051567077637,,,,,,,,,,,,,
3000,1000,1,1,52,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.13897585297276818,13.688011550701344,1.4246140878668279,,,,,,,,False,False,9,1,False,,,vehicle,PGMap,42.165849538580126,-42.074260846235596,-2.777668366292841,0.0,,,,,,,,,,0.0,-0.0019733309745788574,0.22938013076782227,-0.0019733309745788574,0.22938013076782227,0.45876026153564453,-0.0019733309745788574,0.45876026153564453,-0.0019733309745788574,,,,,,,,,,,,,
3000,1000,1,1,53,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.1433548374163836,13.737765296682271,1.4314259619014764,,,,,,,,False,False,9,2,False,,,vehicle,PGMap,43.52606410044972,-43.436352101626824,-2.7931294599350958,0.0,,,,,,,,,,0.0,-0.0027057528495788574,0.16346585750579834,-0.0027057528495788574,0.16346585750579834,0.3269317150115967,-0.0027057528495788574,0.3269317150115967,-0.0027057528495788574,,,,,,,,,,,,,
3000,1000,1,1,54,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.14774849433749607,13.769204708313874,1.4361565200643656,,,,,,,,False,False,9,2,False,,,vehicle,PGMap,44.892975949407564,-44.804085748884546,-2.8236837288702112,0.0,,,,,,,,,,0.0,-0.004644632339477539,0.10337340831756592,-0.004644632339477539,0.10337340831756592,0.20674681663513184,-0.004644632339477539,0.20674681663513184,-0.004644632339477539,,,,,,,,,,,,,
3000,1000,1,1,55,normal,False,False,False,0.0,0.0,False,False,False,False,False,0.15215109134672603,13.78470699856027,1.4390224534661775,,,,,,,,False,False,9,2,False,,,vehicle,PGMap,46.264556754564154,-46.175235734651075,-2.8734676865575994,0.0,,,,,,,,,,0.0,-0.006532549858093262,0.051148176193237305,-0.006532549858093262,0.051148176193237305,0.10229635238647461,-0.006532549858093262,0.10229635238647461,-0.006532549858093262,,,,,,,,,,,,,
