#{"t_start": 1781375433.773823, "env_id": null}
r,l,t,overtake_vehicle_num,velocity,steering,acceleration,step_energy,episode_energy,policy,navigation_command,navigation_forward,navigation_left,navigation_right,action,raw_action,crash_vehicle,crash_object,crash_building,crash_human,crash_sidewalk,out_of_road,arrive_dest,max_step,env_seed,crash,step_reward,route_completion,cost,total_cost,episode_reward,episode_length,takeover_start,takeover,takeover_cost,total_takeover_cost,native_cost,episode_native_cost,total_takeover_count,ep_overtake_vehicle_num,ep_velocity,ep_steering,ep_acceleration,ep_step_energy,ep_episode_energy,ep_policy,ep_navigation_command,ep_navigation_forward,ep_navigation_left,ep_navigation_right,ep_action,ep_raw_action,ep_crash_vehicle,ep_crash_object,ep_crash_building,ep_crash_human,ep_crash_sidewalk,ep_out_of_road,ep_arrive_dest,ep_max_step,ep_env_seed,ep_crash,ep_step_reward,ep_route_completion,ep_cost,ep_total_cost,ep_episode_reward,ep_episode_length,ep_takeover_start,ep_takeover,ep_takeover_cost,ep_total_takeover_cost,ep_native_cost,ep_episode_native_cost,ep_total_takeover_count
