,episode_length,velocity_step_mean,success,episode_reward,episode_cost,crash,crash_vehicle,out_of_road,crash_object,crash_building,crash_sidewalk,first_crash_step,first_crash_vehicle_step,first_out_of_road_step,crash_vehicle_steps,out_of_road_steps,route_completion,rss_unsafe_steps,rss_longitudinal_unsafe_steps,rss_lateral_unsafe_steps,rss_shield_steps,rss_longitudinal_shield_steps,rss_lateral_shield_steps,rss_spring_soft_steps,rss_longitudinal_spring_soft_steps,rss_lateral_spring_soft_steps,rss_attack_steps,rss_front_attack_steps,rss_lateral_attack_steps,rss_uncertainty_steps,rss_front_uncertainty_steps,rss_lateral_uncertainty_steps,rss_attack_delta_mean,rss_lateral_attack_delta_mean,rss_front_distance_noise_mean,rss_lateral_gap_noise_mean,rss_front_distance_raw_mean,rss_front_distance_attacked_mean,rss_front_distance_noisy_mean,rss_front_distance_used_mean,rss_lateral_gap_raw_mean,rss_lateral_gap_attacked_mean,rss_lateral_gap_noisy_mean,rss_lateral_gap_used_mean,rss_first_unsafe_step,rss_first_longitudinal_unsafe_step,rss_first_lateral_unsafe_step,rss_first_shield_step,rss_first_lateral_shield_step,rss_first_spring_soft_step,rss_first_attack_step,rss_first_front_attack_step,rss_first_lateral_attack_step,rss_first_uncertainty_step,rss_first_front_uncertainty_step,rss_first_lateral_uncertainty_step,episode,ckpt_index,env_id,num_ep_in_one_env
6,514,8.069698924513995,True,432.41749914371974,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.989998107374626,14,14,0,53,21,0,32,32,0,0,0,0,487,487,0,0.0,0.0,-0.0730841936841348,0.0,37.513552741553305,37.513552741553305,37.44046854786914,37.44046854786914,0.0,0.0,0.0,0.0,115,115,-1,115,-1,115,-1,-1,-1,1,1,-1,7,6200,1006,1
7,545,7.663929034558556,True,434.8936900891115,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9893705872729817,28,13,15,34,11,7,16,16,0,0,0,0,403,403,16,0.0,0.0,0.19226103144000994,0.04176622613135013,53.67242686362747,53.67242686362747,53.864687895067156,53.864687895067156,1.4265983890104303,1.4265983890104303,1.4912187428287362,1.4912187428287362,151,151,370,152,378,157,-1,-1,-1,39,39,371,8,6200,1007,1
8,440,8.217014191417093,True,376.01294493382727,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9869055162697216,32,0,32,27,0,26,1,0,1,0,0,0,54,26,44,0.0,0.0,-0.7019509250750622,-0.12503477467872923,95.94673479932683,95.94673479932683,95.24478387425178,95.24478387425178,1.9967124290106926,1.9967124290106926,1.8716776543319626,1.8716776543319626,124,-1,124,124,125,124,-1,-1,-1,124,271,124,9,6200,1008,1
9,374,9.114630599315568,True,353.5165922081138,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9832518188468936,5,5,0,24,9,0,15,15,0,0,0,0,172,172,0,0.0,0.0,0.019584953498977663,0.0,39.3646963584619,39.3646963584619,39.38428131196098,39.38428131196098,0.0,0.0,0.0,0.0,239,239,-1,240,-1,242,-1,-1,-1,164,164,-1,10,6200,1009,1
10,401,7.807744475372926,True,325.24504811666026,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9834587980683718,9,9,0,35,12,0,23,23,0,0,0,0,368,368,0,0.0,0.0,-0.07996544390765606,0.0,36.883249536372325,36.883249536372325,36.803284092464665,36.803284092464665,0.0,0.0,0.0,0.0,113,113,-1,114,-1,202,-1,-1,-1,1,1,-1,11,6200,1010,1
11,435,7.86003039695009,True,354.36302800876376,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9833610030374897,7,7,0,13,9,0,4,4,0,0,0,0,243,243,1,0.0,0.0,-0.03014713790989321,0.18775859555234722,33.909793260998086,33.909793260998086,33.879646123088186,33.879646123088186,5.1174085042936,5.1174085042936,5.3051670998459475,5.3051670998459475,114,114,-1,79,-1,79,-1,-1,-1,38,38,382,12,6200,1011,1
12,521,6.991818065352448,True,379.14840683603614,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9887332679171578,24,14,13,26,19,3,5,5,0,0,0,0,491,491,23,0.0,0.0,-0.15889952935230872,-0.037624205002103145,35.799704411522576,35.799704411522576,35.64080488217023,35.64080488217023,1.9766098150595444,1.9766098150595444,1.9581787422493742,1.9581787422493742,89,89,303,90,309,196,-1,-1,-1,1,1,304,13,6200,1012,1
13,510,6.62755302601094,True,349.58666497721384,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9810719404105666,27,22,5,42,17,2,23,23,0,0,0,0,312,312,7,0.0,0.0,-0.027785735816262907,0.045929087145956594,34.083809911575045,34.083809911575045,34.05602417575881,34.05602417575881,1.4033388723289797,1.4033388723289797,1.449267959474936,1.449267959474936,116,116,288,111,289,111,-1,-1,-1,43,43,289,14,6200,1013,1
14,274,9.409018089942013,True,266.9945624593344,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9806942658669373,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0.0,0.0,-0.15477305449533038,0.0,65.100619083366,65.100619083366,64.9458460288707,64.9458460288707,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,162,-1,15,6200,1014,1
15,753,7.2774206157778165,True,566.9601412493812,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9911649821111332,39,15,24,58,17,22,19,15,5,0,0,0,558,558,29,0.0,0.0,0.1413132086756974,0.006278345098006227,46.2985578563601,46.2985578563601,46.44493762339565,46.44493762339565,1.9667849164958893,1.9667849164958893,1.9730632615938952,1.9730632615938952,101,101,468,102,470,102,-1,-1,-1,1,1,469,16,6200,1015,1
16,268,9.369430697894176,False,259.1877497043116,1.0,True,True,False,False,False,False,268,268,-1,1,0,0.8280161434310396,6,0,6,1,0,1,0,0,0,0,0,0,49,49,5,0.0,0.0,-0.0015077779216927838,0.06474169536768268,80.70663968524856,80.70663968524856,80.70513190732682,80.70513190732682,3.7268542387807377,3.7268542387807377,3.7915959341484204,3.7915959341484204,263,-1,263,268,268,-1,-1,-1,-1,198,198,264,17,6200,1016,1
17,395,8.480748222261612,True,348.4956778955419,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9865026674604582,13,13,0,32,11,0,21,21,0,0,0,0,269,269,0,0.0,0.0,0.11175568841097823,0.0,42.364183181221826,42.364183181221826,42.47593886963278,42.47593886963278,0.0,0.0,0.0,0.0,76,76,-1,65,-1,73,-1,-1,-1,37,37,-1,18,6200,1017,1
18,412,10.222863353505318,True,439.41947837103635,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9895080941655151,7,7,0,12,6,0,6,6,0,0,0,0,217,217,0,0.0,0.0,0.006968498996847211,0.0,44.45713214582056,44.45713214582056,44.46410064481741,44.46410064481741,0.0,0.0,0.0,0.0,205,205,-1,207,-1,215,-1,-1,-1,138,138,-1,19,6200,1018,1
19,419,6.890774756732657,True,298.475676804208,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9841199054632265,11,8,3,37,11,1,25,25,0,0,0,0,262,260,24,0.0,0.0,-0.13513086219336312,-0.2384473100988441,42.53149501980943,42.53149501980943,42.396364157615906,42.396364157615906,3.7168253557651827,3.7168253557651827,3.5218117389020587,3.5218117389020587,147,147,309,139,310,139,-1,-1,-1,68,68,287,20,6200,1019,1
20,356,6.742291520429367,True,248.73864136584064,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9822066377659845,23,0,23,22,0,21,1,0,1,0,0,0,100,72,28,0.0,0.0,0.11847963161855057,-0.07235072037882342,49.55059629722282,49.55059629722282,49.669075928841394,49.669075928841394,1.925160972007546,1.925160972007546,1.8528102516287226,1.8528102516287226,149,-1,149,150,150,170,-1,-1,-1,42,42,150,21,6200,1020,1
21,427,8.709566118038923,True,385.57082000476356,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9890661749776432,19,19,0,33,16,0,17,17,0,0,0,0,261,261,0,0.0,0.0,0.039409652534950164,0.0,39.18260553471588,39.18260553471588,39.22201518725081,39.22201518725081,0.0,0.0,0.0,0.0,136,136,-1,137,-1,140,-1,-1,-1,37,37,-1,22,6200,1021,1
22,468,8.580652983737963,True,419.9044219298368,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9896614112143625,50,1,49,14,2,10,2,1,1,0,0,0,194,194,52,0.0,0.0,-0.2491207101355397,-0.027020447088738464,63.21287257259119,63.21287257259119,62.96375186245564,62.96375186245564,1.3082935647484069,1.3082935647484069,1.2812731176596681,1.2812731176596681,204,204,223,205,224,213,-1,-1,-1,204,204,224,23,6200,1022,1
23,428,7.208074327110531,True,319.9557602447952,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9836798774878216,17,4,13,7,5,2,0,0,0,0,0,0,103,86,34,0.0,0.0,0.04115754742663539,0.002963099925883087,20.66647676206923,20.66647676206923,20.70763430949589,20.70763430949589,2.3021266621970793,2.3021266621970793,2.3050897621229627,2.3050897621229627,154,305,154,156,156,-1,-1,-1,-1,155,265,155,24,6200,1023,1
24,532,9.281362107209421,True,514.9305837197008,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9908838968667867,25,0,25,25,0,24,2,1,1,0,0,0,191,165,54,0.0,0.0,-0.23268289115747443,-0.10860515086372484,89.06741904065453,89.06741904065453,88.83473614949708,88.83473614949708,2.9964429976709113,2.9964429976709113,2.9186981674115353,2.9186981674115353,218,-1,218,219,219,219,-1,-1,-1,191,191,219,25,6200,1024,1
25,279,8.827796614822432,True,255.4906037052388,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9835907498693268,1,1,0,21,5,0,16,16,0,0,0,0,112,112,0,0.0,0.0,-0.21907076280835483,0.0,51.94305616923735,51.94305616923735,51.72398540642906,51.72398540642906,0.0,0.0,0.0,0.0,214,214,-1,191,-1,191,-1,-1,-1,141,141,-1,26,6200,1025,1
26,639,7.390625725795361,True,490.3384869643538,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9892837810389575,25,14,11,24,13,7,4,4,0,0,0,0,549,544,11,0.0,0.0,0.0875215315830206,0.06617069486786314,41.92462663553734,41.92462663553734,42.01214816712031,42.01214816712031,0.26387901017860926,0.26387901017860926,0.38882990453942123,0.38882990453942123,59,59,147,58,152,58,-1,-1,-1,35,35,148,27,6200,1026,1
27,421,7.870470920795218,True,343.1356287826822,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9840923884606079,5,5,0,5,5,0,0,0,0,0,0,0,208,208,0,0.0,0.0,0.023829353188802707,0.0,53.1813653236277,53.1813653236277,53.205194676816454,53.205194676816454,0.0,0.0,0.0,0.0,136,136,-1,137,-1,-1,-1,-1,-1,93,93,-1,28,6200,1027,1
28,241,9.406800299802553,True,235.4543782680425,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9817759923969973,1,1,0,6,4,0,2,2,0,0,0,0,115,115,0,0.0,0.0,-0.1563523274089624,0.0,57.073979944662604,57.073979944662604,56.91762761725361,56.91762761725361,0.0,0.0,0.0,0.0,128,128,-1,126,-1,126,-1,-1,-1,68,68,-1,29,6200,1028,1
29,300,8.751500579740625,True,272.13287378028156,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9801481857967063,9,0,9,9,0,9,0,0,0,0,0,0,9,0,9,0.0,0.0,0.0,-0.05963085526457147,0.0,0.0,0.0,0.0,1.2547379877283995,1.2547379877283995,1.1951071324638278,1.1951071324638278,245,-1,245,246,246,-1,-1,-1,-1,246,-1,246,30,6200,1029,1
30,420,7.102419008645059,True,309.042951497344,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9825609486422763,19,8,11,23,9,4,10,10,0,0,0,0,252,252,23,0.0,0.0,0.016382618054741956,-0.13111665747746987,34.66554198444404,34.66554198444404,34.681924602498775,34.681924602498775,3.670780464754775,3.670780464754775,3.5396638072773037,3.5396638072773037,151,151,313,148,316,148,-1,-1,-1,91,91,314,31,6200,1030,1
31,568,7.9050475344588325,True,468.80998472223615,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9900493070252382,49,2,47,50,1,45,4,4,0,0,0,0,357,355,48,0.0,0.0,0.09654774150011548,-0.09316973765293506,64.90934864535565,64.90934864535565,65.00589638685567,65.00589638685567,0.7869494470021449,0.7869494470021449,0.7438723528808562,0.7438723528808562,155,393,155,156,156,391,-1,-1,-1,1,1,156,32,6200,1031,1
32,364,7.6761051733676595,True,289.8500388676548,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9815575630224205,20,11,9,16,9,7,0,0,0,0,0,0,63,63,14,0.0,0.0,0.3429871846544591,-0.05573155861903746,19.883846007705323,19.883846007705323,20.226833192359774,20.226833192359774,3.0797277735034867,3.0797277735034867,3.0239962148844493,3.0239962148844493,171,171,190,172,191,-1,-1,-1,-1,171,171,191,33,6200,1032,1
33,381,9.60128857345145,True,380.51438049428117,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9886859186172912,9,9,0,14,9,0,5,5,0,0,0,0,197,197,0,0.0,0.0,-0.054465596712233964,0.0,53.32626439223982,53.32626439223982,53.27179879552765,53.27179879552765,0.0,0.0,0.0,0.0,214,214,-1,202,-1,213,-1,-1,-1,130,130,-1,34,6200,1033,1
34,518,6.863509900078241,False,367.2366453421836,1.0,True,False,True,False,False,True,518,-1,518,0,1,0.6542735057130596,28,11,17,30,9,14,7,7,0,0,0,0,219,202,27,0.0,0.0,-0.17028292863570424,0.1696721254027357,29.86256858231808,29.86256858231808,29.692285653682383,29.692285653682383,1.8355986088517744,1.8355986088517744,2.0912264574338066,2.0912264574338066,77,150,77,78,78,206,-1,-1,-1,78,88,78,35,6200,1034,1
35,454,8.139017690357377,True,383.49829028507094,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.98801207747095,11,11,0,39,17,0,22,22,0,0,0,0,385,385,0,0.0,0.0,0.009502538907072108,0.0,35.74591527302194,35.74591527302194,35.75541781192901,35.75541781192901,0.0,0.0,0.0,0.0,124,124,-1,121,-1,121,-1,-1,-1,41,41,-1,36,6200,1035,1
36,385,6.926731431155514,True,278.0646778463356,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9819398645185239,21,21,0,51,17,0,34,34,0,0,0,0,358,358,0,0.0,0.0,-0.08508303999820921,0.0,28.42544645935628,28.42544645935628,28.340363419357974,28.340363419357974,0.0,0.0,0.0,0.0,100,100,-1,62,-1,62,-1,-1,-1,1,1,-1,37,6200,1036,1
37,418,8.085883346247392,True,350.8403374235301,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9872835231111076,16,16,0,19,18,0,1,1,0,0,0,0,316,316,0,0.0,0.0,0.033106065765632,0.0,37.27619115086019,37.27619115086019,37.30929721662577,37.30929721662577,0.0,0.0,0.0,0.0,164,164,-1,165,-1,338,-1,-1,-1,62,62,-1,38,6200,1037,1
38,321,7.810766000444696,False,259.1185542931269,1.0,True,True,False,False,False,False,321,321,-1,1,0,0.6233266849358676,14,8,6,30,12,5,13,13,0,0,0,0,265,265,5,0.0,0.0,-0.2714604896403132,0.037232278402315556,36.7249104325213,36.7249104325213,36.45344994288101,36.45344994288101,3.8790786110311957,3.8790786110311957,3.916310889433512,3.916310889433512,97,97,316,98,317,113,-1,-1,-1,1,1,317,39,6200,1038,1
39,391,7.772821864910711,True,315.3964278332508,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9851838797323782,0,0,0,1,1,0,0,0,0,0,0,0,228,228,0,0.0,0.0,0.14205850552212307,0.0,63.62401986018288,63.62401986018288,63.766078365704956,63.766078365704956,0.0,0.0,0.0,0.0,-1,-1,-1,289,-1,-1,-1,-1,-1,1,1,-1,40,6200,1039,1
40,349,9.355361171353842,True,336.7042915468339,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9852927985988298,1,0,1,1,0,1,0,0,0,0,0,0,96,95,1,0.0,0.0,0.0973343957227373,0.5430340265459974,85.50039802643646,85.50039802643646,85.59773242215915,85.59773242215915,5.669051455202336,5.669051455202336,6.212085481748334,6.212085481748334,91,-1,91,92,92,-1,-1,-1,-1,39,39,92,41,6200,1040,1
41,382,7.586718014834437,True,302.3203198766926,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9859214735163595,11,11,0,22,13,0,9,9,0,0,0,0,289,289,0,0.0,0.0,0.023933748974650608,0.0,41.71028790859372,41.71028790859372,41.7342216575684,41.7342216575684,0.0,0.0,0.0,0.0,137,137,-1,138,-1,138,-1,-1,-1,38,38,-1,42,6200,1041,1
42,355,7.949927400838582,True,293.431112748135,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9861053583880186,11,11,0,22,11,0,11,11,0,0,0,0,207,207,0,0.0,0.0,0.06139363014275653,0.0,36.967128210758915,36.967128210758915,37.028521840901576,37.028521840901576,0.0,0.0,0.0,0.0,158,158,-1,159,-1,167,-1,-1,-1,122,122,-1,43,6200,1042,1
43,617,7.346910639380164,True,471.3423667571983,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9888986084907627,32,16,16,42,11,15,16,16,0,0,0,0,534,534,18,0.0,0.0,0.07739170659154114,-0.00916587019099924,44.3112220601773,44.3112220601773,44.38861376676888,44.38861376676888,1.1991291376581106,1.1991291376581106,1.1920824234795093,1.1920824234795093,122,122,282,109,283,109,-1,-1,-1,43,43,283,44,6200,1043,1
44,307,9.132027414421202,True,291.3289630131565,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9815728409945779,1,1,0,10,5,0,5,5,0,0,0,0,228,228,0,0.0,0.0,-0.10236646101773847,0.0,59.48157545875873,59.48157545875873,59.37920899774098,59.37920899774098,0.0,0.0,0.0,0.0,235,235,-1,214,-1,221,-1,-1,-1,1,1,-1,45,6200,1044,1
45,536,7.783243766847828,True,433.0037726370512,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9893436075494367,28,28,0,44,21,0,23,23,0,0,0,0,476,476,0,0.0,0.0,0.05306187063270161,0.0,34.73598227478218,34.73598227478218,34.78904414541485,34.78904414541485,0.0,0.0,0.0,0.0,88,88,-1,89,-1,91,-1,-1,-1,1,1,-1,46,6200,1045,1
46,666,8.016111825466398,True,555.6024350297023,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9915310747925097,49,25,24,45,23,6,16,16,0,0,0,0,512,512,24,0.0,0.0,0.11526154840286405,0.03366443037424513,47.197208909686516,47.197208909686516,47.31247045808936,47.31247045808936,1.0594905776598478,1.0594905776598478,1.0931550080340928,1.0931550080340928,136,136,259,137,260,145,-1,-1,-1,39,39,260,47,6200,1046,1
47,258,8.605977318504573,True,229.74294553196444,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9757511145883843,4,4,0,9,5,0,4,4,0,0,0,0,217,217,0,0.0,0.0,0.0664032156891433,0.0,53.15555590198849,53.15555590198849,53.22195911767766,53.22195911767766,0.0,0.0,0.0,0.0,110,110,-1,110,-1,110,-1,-1,-1,1,1,-1,48,6200,1047,1
48,553,7.022238266362777,True,400.4358555037377,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.983669063632943,20,9,14,31,13,7,12,12,0,0,0,0,342,342,15,0.0,0.0,-0.18025517726478527,-0.09594432467736122,31.71786944176023,31.71786944176023,31.537614264495495,31.537614264495495,1.336753793346424,1.336753793346424,1.2651041632917042,1.2651041632917042,166,166,367,95,373,95,-1,-1,-1,92,92,367,49,6200,1048,1
49,433,7.738521790894161,True,346.4575607479385,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9877315261474329,17,17,0,41,15,0,26,26,0,0,0,0,327,324,3,0.0,0.0,0.09488162817329736,0.2273379489809395,37.55396968816902,37.55396968816902,37.64885131634235,37.64885131634235,5.022060468369246,5.022060468369246,5.249398417350186,5.249398417350186,68,68,-1,69,-1,69,-1,-1,-1,1,1,372,50,6200,1049,1
0,444,6.948530603485753,True,319.7635649850482,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9840198383043935,47,11,39,31,10,17,4,4,0,0,0,0,362,346,57,0.0,0.0,-0.055378290767913466,-0.03715203555985693,49.55571481721567,49.55571481721567,49.50033652644774,49.50033652644774,2.685352999036841,2.685352999036841,2.648200963476984,2.648200963476984,164,164,204,165,248,171,-1,-1,-1,1,1,204,1,6400,1000,1
1,396,7.482851733896743,True,304.5826353849363,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9817585482564596,16,5,11,11,4,7,0,0,0,0,0,0,68,68,17,0.0,0.0,0.5930089029338345,-0.0907537139187206,39.57784966087413,39.57784966087413,40.170858563807954,40.170858563807954,2.6023968185428643,2.6023968185428643,2.5187228349761046,2.5187228349761046,168,168,181,169,182,-1,-1,-1,-1,168,168,182,2,6400,1001,1
2,485,7.87304443595286,True,397.1386197080593,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9881013145380452,20,20,0,58,19,0,39,39,0,0,0,0,416,416,0,0.0,0.0,0.030214960845457408,0.0,29.20056467316751,29.20056467316751,29.230779634012926,29.230779634012926,0.0,0.0,0.0,0.0,66,66,-1,68,-1,68,-1,-1,-1,41,41,-1,3,6400,1002,1
3,235,8.574135484147469,False,208.78775732353316,1.0,True,True,False,False,False,False,235,235,-1,1,0,0.4991714997735957,16,6,10,20,5,8,7,7,0,0,0,0,235,230,9,0.0,0.0,0.024014925053329566,-0.06361455992575964,56.750718040832844,56.750718040832844,56.77473296588625,56.77473296588625,3.7031783266761744,3.7031783266761744,3.639563766750415,3.639563766750415,86,86,226,87,227,97,-1,-1,-1,1,1,227,4,6400,1003,1
4,504,9.43386026404002,True,495.94107594161045,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9915763156919047,28,3,26,22,4,5,13,8,5,0,0,0,326,326,87,0.0,0.0,-0.009278847348752088,0.043142104760951525,40.01520480420977,40.01520480420977,40.00592595686109,40.00592595686109,2.5244895099359623,2.5244895099359623,2.5676316146969147,2.5676316146969147,201,201,253,187,251,198,-1,-1,-1,141,141,251,5,6400,1004,1
5,480,7.469181445280774,True,370.21506793932025,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9864372498953374,13,13,0,21,14,0,7,7,0,0,0,0,237,237,0,0.0,0.0,-0.10067127373866383,0.0,29.042445531764617,29.042445531764617,28.94177425802593,28.94177425802593,0.0,0.0,0.0,0.0,105,105,-1,107,-1,116,-1,-1,-1,105,105,-1,6,6400,1005,1
6,515,8.062318490444785,True,432.69384737538564,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9907350652482246,25,25,0,60,23,0,37,37,0,0,0,0,487,487,0,0.0,0.0,-0.033316773814383714,0.0,36.904939416020284,36.904939416020284,36.87162264220584,36.87162264220584,0.0,0.0,0.0,0.0,110,110,-1,108,-1,108,-1,-1,-1,1,1,-1,7,6400,1006,1
7,543,7.66011791530468,True,431.40454061489265,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9882977242795584,40,11,29,44,12,18,14,14,0,0,0,0,424,419,31,0.0,0.0,-0.13119882046132061,-0.08720054337733288,56.0714130566742,56.0714130566742,55.94021423621261,55.94021423621261,1.480534562563131,1.480534562563131,1.4376361990899529,1.4376361990899529,147,147,331,148,333,148,-1,-1,-1,38,38,332,8,6400,1007,1
8,383,8.133631597508524,False,325.569938447297,1.0,True,True,False,False,False,False,383,383,-1,1,0,0.8660483375503113,51,0,51,35,0,34,1,0,1,0,0,0,54,9,54,0.0,0.0,1.0359922522457212,-0.032715473243624664,99.5104179187374,99.5104179187374,100.54641017098312,100.54641017098312,1.3054368473724123,1.3054368473724123,1.2771688394751788,1.2771688394751788,121,-1,121,121,121,134,-1,-1,-1,121,236,121,9,6400,1008,1
9,371,9.190953472041011,True,353.6155133862724,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9834124270464133,25,25,0,36,10,0,26,26,0,0,0,0,171,171,0,0.0,0.0,0.07299743940719944,0.0,36.7564669880424,36.7564669880424,36.8294644274497,36.8294644274497,0.0,0.0,0.0,0.0,218,218,-1,218,-1,218,-1,-1,-1,163,163,-1,10,6400,1009,1
10,406,7.696721280687858,True,324.9877440889439,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9825822050117161,19,19,0,28,14,0,14,14,0,0,0,0,375,375,0,0.0,0.0,0.01370061866618673,0.0,36.18586839026792,36.18586839026792,36.19956900893412,36.19956900893412,0.0,0.0,0.0,0.0,111,111,-1,112,-1,178,-1,-1,-1,1,1,-1,11,6400,1010,1
11,438,7.816200508788277,True,352.90584519826507,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9818776749726721,9,8,1,19,11,1,7,7,0,0,0,0,257,257,5,0.0,0.0,0.026489238868065187,-0.08294383110231712,33.43466765973942,33.43466765973942,33.46115689860748,33.46115689860748,4.478280071871188,4.478280071871188,4.395336240768872,4.395336240768872,84,84,394,86,395,86,-1,-1,-1,39,39,383,12,6400,1011,1
12,522,6.9844695461298905,True,379.9074301974532,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.989098168739387,39,23,17,40,16,10,14,14,0,0,0,0,487,487,26,0.0,0.0,0.09621255134284393,0.16096600561022137,35.49900010640221,35.49900010640221,35.59521265774506,35.59521265774506,1.3425833323677656,1.3425833323677656,1.5679700678326964,1.5679700678326964,91,91,312,83,307,83,-1,-1,-1,1,1,307,13,6400,1012,1
13,491,6.828814405623186,True,346.6350523273022,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9823363628179754,19,19,0,40,19,0,21,21,0,0,0,0,366,366,0,0.0,0.0,0.0318094435323666,0.0,32.12833980818064,32.12833980818064,32.16014925171299,32.16014925171299,0.0,0.0,0.0,0.0,111,111,-1,109,-1,109,-1,-1,-1,42,42,-1,14,6400,1013,1
14,267,9.616644758567022,True,265.5729016994445,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9770475965050512,1,1,0,2,0,0,2,2,0,0,0,0,70,70,0,0.0,0.0,0.08295200550040528,0.0,63.596743807209315,63.596743807209315,63.67969581270971,63.67969581270971,0.0,0.0,0.0,0.0,213,213,-1,208,-1,208,-1,-1,-1,159,159,-1,15,6400,1014,1
15,752,7.2983908400175155,True,567.5016532723572,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9922669716786032,47,18,29,66,14,28,25,23,2,0,0,0,554,548,33,0.0,0.0,0.022717624955627246,0.017511427345367456,45.12035009851731,45.12035009851731,45.143067723472925,45.143067723472925,1.3585138974823927,1.3585138974823927,1.3902701462059246,1.3902701462059246,118,118,145,99,147,99,-1,-1,-1,1,1,146,16,6400,1015,1
16,265,9.508720378713987,False,259.9849038172406,1.0,True,True,False,False,False,False,265,265,-1,1,0,0.8290255311206768,8,2,7,5,1,4,2,2,0,0,0,0,53,53,6,0.0,0.0,0.1441477804843117,-0.12819234158986034,77.97915284774467,77.97915284774467,78.12330062822892,78.12330062822892,4.205757486139585,4.205757486139585,4.077565144549724,4.077565144549724,258,258,259,259,261,259,-1,-1,-1,194,194,260,17,6400,1016,1
17,394,8.48758233111466,True,348.526372381681,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9873661527511064,5,4,1,24,13,1,10,10,0,0,0,0,268,267,1,0.0,0.0,-0.021358908995931486,0.48395053446838077,42.10671156445605,42.10671156445605,42.085352655460134,42.085352655460134,1.1092865379067829,1.1092865379067829,1.5932370723751637,1.5932370723751637,64,64,386,61,387,61,-1,-1,-1,37,37,387,18,6400,1017,1
18,411,10.25320049612772,True,439.58671542728666,0.0,False,False,False,False,False,False,-1,-1,-1,0,0,0.9892195611780573,13,13,0,22,9,0,13,13,0,0,0,0,217,217,0,0.0,0.0,-0.016735860620225636,0.0,43.99509888538357,43.99509888538357,43.978363024763375,43.978363024763375,0.0,0.0,0.0,0.0,207,207,-1,195,-1,199,-1,-1,-1,134,134,-1,19,6400,1018,1
